  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1958           0      0.06562  0.06274  0.30  100000    6274   95616  6861939  68.62
  1958           1      0.00474  0.00472  0.50   93726     443   93505  6766322  72.19
  1958           2      0.00173  0.00173  0.50   93283     162   93202  6672818  71.53
  1958           3      0.00119  0.00119  0.50   93122     111   93066  6579615  70.66
  1958           4      0.00085  0.00085  0.50   93011      79   92971  6486549  69.74
  1958           5      0.00071  0.00071  0.50   92931      66   92899  6393578  68.80
  1958           6      0.00060  0.00060  0.50   92866      56   92838  6300680  67.85
  1958           7      0.00054  0.00054  0.50   92810      50   92785  6207842  66.89
  1958           8      0.00043  0.00043  0.50   92760      40   92740  6115057  65.92
  1958           9      0.00038  0.00038  0.50   92720      35   92702  6022317  64.95
  1958          10      0.00041  0.00041  0.50   92685      38   92666  5929615  63.98
  1958          11      0.00036  0.00036  0.50   92647      33   92631  5836949  63.00
  1958          12      0.00049  0.00049  0.50   92614      46   92591  5744318  62.02
  1958          13      0.00045  0.00045  0.50   92568      42   92547  5651727  61.05
  1958          14      0.00045  0.00045  0.50   92526      42   92505  5559180  60.08
  1958          15      0.00057  0.00057  0.50   92484      53   92458  5466674  59.11
  1958          16      0.00063  0.00063  0.50   92431      58   92402  5374217  58.14
  1958          17      0.00058  0.00058  0.50   92373      54   92347  5281814  57.18
  1958          18      0.00078  0.00078  0.50   92320      72   92284  5189468  56.21
  1958          19      0.00084  0.00084  0.50   92248      78   92209  5097184  55.26
  1958          20      0.00090  0.00090  0.50   92170      83   92128  5004975  54.30
  1958          21      0.00095  0.00095  0.50   92087      88   92043  4912847  53.35
  1958          22      0.00091  0.00091  0.50   91999      84   91957  4820804  52.40
  1958          23      0.00104  0.00104  0.50   91915      96   91867  4728847  51.45
  1958          24      0.00115  0.00115  0.50   91819     105   91767  4636980  50.50
  1958          25      0.00119  0.00119  0.50   91714     109   91659  4545213  49.56
  1958          26      0.00116  0.00116  0.50   91605     107   91551  4453554  48.62
  1958          27      0.00125  0.00125  0.50   91498     114   91441  4362003  47.67
  1958          28      0.00131  0.00131  0.50   91384     119   91324  4270562  46.73
  1958          29      0.00134  0.00134  0.50   91264     122   91203  4179238  45.79
  1958          30      0.00155  0.00155  0.50   91142     141   91072  4088035  44.85
  1958          31      0.00135  0.00135  0.50   91001     122   90940  3996963  43.92
  1958          32      0.00148  0.00148  0.50   90879     135   90811  3906024  42.98
  1958          33      0.00147  0.00147  0.50   90744     133   90677  3815212  42.04
  1958          34      0.00184  0.00184  0.50   90611     167   90527  3724535  41.10
  1958          35      0.00186  0.00186  0.50   90444     168   90360  3634008  40.18
  1958          36      0.00191  0.00191  0.50   90276     172   90190  3543648  39.25
  1958          37      0.00193  0.00193  0.50   90104     173   90017  3453458  38.33
  1958          38      0.00218  0.00218  0.50   89930     196   89832  3363441  37.40
  1958          39      0.00203  0.00202  0.50   89734     182   89644  3273609  36.48
  1958          40      0.00250  0.00249  0.50   89553     223   89441  3183966  35.55
  1958          41      0.00245  0.00244  0.50   89329     218   89220  3094525  34.64
  1958          42      0.00266  0.00266  0.50   89111     237   88993  3005304  33.73
  1958          43      0.00316  0.00316  0.50   88874     281   88734  2916312  32.81
  1958          44      0.00311  0.00310  0.50   88593     275   88456  2827578  31.92
  1958          45      0.00310  0.00309  0.50   88318     273   88182  2739123  31.01
  1958          46      0.00355  0.00355  0.50   88045     312   87889  2650941  30.11
  1958          47      0.00385  0.00384  0.50   87733     337   87564  2563052  29.21
  1958          48      0.00428  0.00427  0.50   87396     373   87209  2475487  28.32
  1958          49      0.00480  0.00479  0.50   87023     417   86815  2388278  27.44
  1958          50      0.00466  0.00465  0.50   86606     403   86405  2301463  26.57
  1958          51      0.00534  0.00533  0.50   86203     459   85973  2215059  25.70
  1958          52      0.00556  0.00555  0.50   85744     476   85506  2129085  24.83
  1958          53      0.00653  0.00650  0.50   85268     555   84991  2043579  23.97
  1958          54      0.00707  0.00705  0.50   84713     597   84415  1958588  23.12
  1958          55      0.00761  0.00758  0.50   84117     638   83798  1874173  22.28
  1958          56      0.00851  0.00847  0.50   83479     707   83125  1790376  21.45
  1958          57      0.00893  0.00889  0.50   82772     736   82404  1707250  20.63
  1958          58      0.01027  0.01022  0.50   82036     838   81617  1624846  19.81
  1958          59      0.01158  0.01152  0.50   81198     935   80730  1543229  19.01
  1958          60      0.01315  0.01306  0.50   80263    1048   79738  1462499  18.22
  1958          61      0.01356  0.01347  0.50   79214    1067   78681  1382761  17.46
  1958          62      0.01585  0.01573  0.50   78147    1229   77533  1304080  16.69
  1958          63      0.01642  0.01629  0.50   76918    1253   76292  1226548  15.95
  1958          64      0.01988  0.01969  0.50   75665    1489   74920  1150256  15.20
  1958          65      0.02034  0.02013  0.50   74176    1493   73429  1075336  14.50
  1958          66      0.02480  0.02449  0.50   72682    1780   71792  1001907  13.78
  1958          67      0.02616  0.02582  0.50   70902    1831   69987   930115  13.12
  1958          68      0.02944  0.02901  0.50   69072    2004   68070   860128  12.45
  1958          69      0.03292  0.03238  0.50   67067    2172   65982   792058  11.81
  1958          70      0.03556  0.03494  0.50   64896    2268   63762   726077  11.19
  1958          71      0.04262  0.04173  0.50   62628    2613   61321   662315  10.58
  1958          72      0.04523  0.04423  0.50   60015    2654   58687   600994  10.01
  1958          73      0.04938  0.04819  0.50   57360    2764   55978   542306   9.45
  1958          74      0.05643  0.05489  0.50   54596    2997   53098   486328   8.91
  1958          75      0.06149  0.05966  0.50   51599    3078   50060   433231   8.40
  1958          76      0.06907  0.06677  0.50   48521    3240   46901   383170   7.90
  1958          77      0.07535  0.07262  0.50   45281    3288   43637   336269   7.43
  1958          78      0.08487  0.08141  0.50   41993    3419   40284   292632   6.97
  1958          79      0.10003  0.09526  0.50   38575    3675   36737   252348   6.54
  1958          80      0.10642  0.10104  0.50   34900    3526   33137   215611   6.18
  1958          81      0.11926  0.11255  0.50   31373    3531   29608   182474   5.82
  1958          82      0.13268  0.12442  0.50   27842    3464   26110   152866   5.49
  1958          83      0.14042  0.13121  0.50   24378    3199   22779   126756   5.20
  1958          84      0.15728  0.14581  0.50   21179    3088   19635   103977   4.91
  1958          85      0.16734  0.15442  0.50   18091    2794   16694    84342   4.66
  1958          86      0.16827  0.15521  0.50   15297    2374   14110    67648   4.42
  1958          87      0.19239  0.17551  0.50   12923    2268   11789    53537   4.14
  1958          88      0.20680  0.18742  0.50   10655    1997    9656    41748   3.92
  1958          89      0.21617  0.19508  0.50    8658    1689    7814    32092   3.71
  1958          90      0.23205  0.20792  0.50    6969    1449    6244    24278   3.48
  1958          91      0.24910  0.22151  0.50    5520    1223    4909    18034   3.27
  1958          92      0.30085  0.26151  0.50    4297    1124    3735    13125   3.05
  1958          93      0.29244  0.25514  0.50    3173     810    2769     9390   2.96
  1958          94      0.31409  0.27146  0.50    2364     642    2043     6621   2.80
  1958          95      0.33466  0.28669  0.50    1722     494    1475     4578   2.66
  1958          96      0.35588  0.30212  0.50    1228     371    1043     3103   2.53
  1958          97      0.37768  0.31769  0.50     857     272     721     2060   2.40
  1958          98      0.39998  0.33332  0.50     585     195     487     1339   2.29
  1958          99      0.42271  0.34895  0.50     390     136     322      852   2.18
  1958         100      0.44577  0.36452  0.50     254      93     208      530   2.09
  1958         101      0.46906  0.37995  0.50     161      61     131      322   2.00
  1958         102      0.49249  0.39518  0.50     100      40      80      191   1.91
  1958         103      0.51595  0.41014  0.50      61      25      48      111   1.84
  1958         104      0.53934  0.42479  0.50      36      15      28       63   1.77
  1958         105      0.56257  0.43906  0.50      21       9      16       35   1.70
  1958         106      0.58551  0.45292  0.50      12       5       9       19   1.64
  1958         107      0.60810  0.46632  0.50       6       3       5       10   1.59
  1958         108      0.63023  0.47922  0.50       3       2       3        5   1.55
  1958         109      0.65183  0.49161  0.50       2       1       1        3   1.51
  1958         110+     0.67282  1.00000  1.49       1       1       1        1   1.49
  1959           0      0.06603  0.06312  0.30  100000    6312   95600  6832179  68.32
  1959           1      0.00489  0.00488  0.50   93688     457   93459  6736579  71.90
  1959           2      0.00185  0.00185  0.50   93231     172   93145  6643120  71.25
  1959           3      0.00114  0.00114  0.50   93059     106   93006  6549975  70.39
  1959           4      0.00100  0.00100  0.50   92953      93   92907  6456969  69.47
  1959           5      0.00071  0.00071  0.50   92860      66   92827  6364063  68.53
  1959           6      0.00065  0.00065  0.50   92794      60   92764  6271236  67.58
  1959           7      0.00061  0.00061  0.50   92734      56   92705  6178472  66.63
  1959           8      0.00052  0.00052  0.50   92677      48   92653  6085767  65.67
  1959           9      0.00044  0.00044  0.50   92629      41   92608  5993113  64.70
  1959          10      0.00043  0.00043  0.50   92588      39   92568  5900505  63.73
  1959          11      0.00047  0.00047  0.50   92548      43   92527  5807937  62.76
  1959          12      0.00039  0.00039  0.50   92505      36   92487  5715410  61.78
  1959          13      0.00043  0.00043  0.50   92469      40   92450  5622923  60.81
  1959          14      0.00046  0.00046  0.50   92430      43   92408  5530473  59.83
  1959          15      0.00046  0.00046  0.50   92387      43   92365  5438065  58.86
  1959          16      0.00062  0.00062  0.50   92344      57   92315  5345700  57.89
  1959          17      0.00059  0.00059  0.50   92287      55   92260  5253385  56.92
  1959          18      0.00076  0.00076  0.50   92232      70   92197  5161125  55.96
  1959          19      0.00080  0.00080  0.50   92162      74   92125  5068928  55.00
  1959          20      0.00088  0.00087  0.50   92088      81   92048  4976802  54.04
  1959          21      0.00082  0.00082  0.50   92008      75   91970  4884754  53.09
  1959          22      0.00098  0.00098  0.50   91932      90   91887  4792784  52.13
  1959          23      0.00098  0.00098  0.50   91842      90   91797  4700897  51.18
  1959          24      0.00103  0.00103  0.50   91752      95   91705  4609099  50.23
  1959          25      0.00107  0.00107  0.50   91658      98   91609  4517394  49.29
  1959          26      0.00119  0.00119  0.50   91560     109   91505  4425785  48.34
  1959          27      0.00114  0.00114  0.50   91451     105   91398  4334280  47.39
  1959          28      0.00126  0.00126  0.50   91346     115   91288  4242882  46.45
  1959          29      0.00141  0.00141  0.50   91231     128   91167  4151593  45.51
  1959          30      0.00134  0.00134  0.50   91103     122   91042  4060427  44.57
  1959          31      0.00134  0.00134  0.50   90981     122   90920  3969385  43.63
  1959          32      0.00152  0.00152  0.50   90859     138   90790  3878465  42.69
  1959          33      0.00170  0.00170  0.50   90721     154   90645  3787675  41.75
  1959          34      0.00178  0.00178  0.50   90568     161   90487  3697030  40.82
  1959          35      0.00177  0.00176  0.50   90407     160   90327  3606543  39.89
  1959          36      0.00176  0.00175  0.50   90247     158   90168  3516217  38.96
  1959          37      0.00185  0.00185  0.50   90089     166   90005  3426049  38.03
  1959          38      0.00212  0.00212  0.50   89922     191   89827  3336043  37.10
  1959          39      0.00258  0.00258  0.50   89732     231   89616  3246216  36.18
  1959          40      0.00228  0.00227  0.50   89501     203   89399  3156600  35.27
  1959          41      0.00265  0.00265  0.50   89297     236   89179  3067201  34.35
  1959          42      0.00259  0.00259  0.50   89061     230   88946  2978022  33.44
  1959          43      0.00296  0.00296  0.50   88831     263   88699  2889076  32.52
  1959          44      0.00308  0.00307  0.50   88568     272   88432  2800377  31.62
  1959          45      0.00350  0.00349  0.50   88295     309   88141  2711946  30.71
  1959          46      0.00339  0.00339  0.50   87987     298   87838  2623805  29.82
  1959          47      0.00409  0.00408  0.50   87689     358   87510  2535967  28.92
  1959          48      0.00423  0.00422  0.50   87331     369   87147  2448457  28.04
  1959          49      0.00486  0.00485  0.50   86962     421   86752  2361310  27.15
  1959          50      0.00518  0.00517  0.50   86541     447   86317  2274559  26.28
  1959          51      0.00571  0.00570  0.50   86094     491   85849  2188241  25.42
  1959          52      0.00591  0.00589  0.50   85603     504   85351  2102393  24.56
  1959          53      0.00622  0.00620  0.50   85099     527   84835  2017041  23.70
  1959          54      0.00657  0.00655  0.50   84571     554   84295  1932206  22.85
  1959          55      0.00748  0.00745  0.50   84018     626   83705  1847912  21.99
  1959          56      0.00789  0.00786  0.50   83392     655   83064  1764207  21.16
  1959          57      0.00917  0.00913  0.50   82736     755   82359  1681143  20.32
  1959          58      0.00921  0.00916  0.50   81981     751   81606  1598784  19.50
  1959          59      0.01151  0.01144  0.50   81230     929   80765  1517178  18.68
  1959          60      0.01326  0.01317  0.50   80301    1057   79772  1436413  17.89
  1959          61      0.01444  0.01434  0.50   79243    1136   78675  1356641  17.12
  1959          62      0.01588  0.01575  0.50   78107    1230   77492  1277966  16.36
  1959          63      0.01798  0.01782  0.50   76876    1370   76192  1200475  15.62
  1959          64      0.01859  0.01842  0.50   75507    1391   74811  1124283  14.89
  1959          65      0.02182  0.02158  0.50   74116    1600   73316  1049472  14.16
  1959          66      0.02290  0.02264  0.50   72516    1642   71695   976156  13.46
  1959          67      0.02770  0.02732  0.50   70875    1936   69906   904460  12.76
  1959          68      0.02992  0.02948  0.50   68938    2032   67922   834554  12.11
  1959          69      0.03429  0.03371  0.50   66906    2256   65778   766631  11.46
  1959          70      0.03703  0.03636  0.50   64650    2351   63475   700853  10.84
  1959          71      0.04260  0.04171  0.50   62300    2598   61001   637378  10.23
  1959          72      0.04913  0.04795  0.50   59701    2863   58270   576377   9.65
  1959          73      0.05383  0.05242  0.50   56839    2979   55349   518107   9.12
  1959          74      0.05604  0.05452  0.50   53859    2936   52391   462758   8.59
  1959          75      0.06753  0.06532  0.50   50923    3326   49260   410367   8.06
  1959          76      0.07121  0.06876  0.50   47597    3273   45960   361107   7.59
  1959          77      0.08474  0.08130  0.50   44324    3603   42522   315147   7.11
  1959          78      0.09382  0.08961  0.50   40720    3649   38896   272624   6.70
  1959          79      0.09129  0.08730  0.50   37071    3236   35453   233729   6.30
  1959          80      0.11480  0.10857  0.50   33835    3673   31998   198275   5.86
  1959          81      0.12423  0.11696  0.50   30162    3528   28398   166277   5.51
  1959          82      0.13651  0.12779  0.50   26634    3404   24932   137879   5.18
  1959          83      0.15140  0.14075  0.50   23230    3270   21596   112947   4.86
  1959          84      0.16041  0.14850  0.50   19961    2964   18479    91352   4.58
  1959          85      0.17480  0.16075  0.50   16997    2732   15630    72873   4.29
  1959          86      0.19155  0.17481  0.50   14264    2494   13018    57243   4.01
  1959          87      0.20636  0.18706  0.50   11771    2202   10670    44225   3.76
  1959          88      0.22565  0.20277  0.50    9569    1940    8599    33555   3.51
  1959          89      0.27136  0.23894  0.50    7629    1823    6717    24956   3.27
  1959          90      0.26275  0.23224  0.50    5806    1348    5132    18239   3.14
  1959          91      0.29856  0.25978  0.50    4458    1158    3879    13107   2.94
  1959          92      0.31082  0.26901  0.50    3300     888    2856     9229   2.80
  1959          93      0.33381  0.28606  0.50    2412     690    2067     6373   2.64
  1959          94      0.35628  0.30241  0.50    1722     521    1462     4306   2.50
  1959          95      0.38056  0.31972  0.50    1201     384    1009     2844   2.37
  1959          96      0.40545  0.33711  0.50     817     275     679     1835   2.25
  1959          97      0.43084  0.35448  0.50     542     192     446     1156   2.13
  1959          98      0.45660  0.37173  0.50     350     130     285      710   2.03
  1959          99      0.48259  0.38878  0.50     220      85     177      425   1.94
  1959         100      0.50867  0.40553  0.50     134      54     107      248   1.85
  1959         101      0.53471  0.42191  0.50      80      34      63      141   1.77
  1959         102      0.56056  0.43784  0.50      46      20      36       78   1.70
  1959         103      0.58609  0.45326  0.50      26      12      20       42   1.63
  1959         104      0.61116  0.46811  0.50      14       7      11       22   1.57
  1959         105      0.63566  0.48235  0.50       8       4       6       11   1.52
  1959         106      0.65947  0.49594  0.50       4       2       3        6   1.47
  1959         107      0.68251  0.50886  0.50       2       1       1        3   1.43
  1959         108      0.70468  0.52108  0.50       1       1       1        1   1.39
  1959         109      0.72593  0.53261  0.50       0       0       0        1   1.36
  1959         110+     0.74620  1.00000  1.34       0       0       0        0   1.34
  1960           0      0.05036  0.04851  0.24  100000    4851   96324  7062838  70.63
  1960           1      0.00352  0.00352  0.50   95149     335   94982  6966514  73.22
  1960           2      0.00144  0.00144  0.50   94815     137   94746  6871532  72.47
  1960           3      0.00079  0.00079  0.50   94678      75   94641  6776786  71.58
  1960           4      0.00074  0.00074  0.50   94603      70   94569  6682145  70.63
  1960           5      0.00052  0.00052  0.50   94534      49   94509  6587577  69.69
  1960           6      0.00050  0.00050  0.50   94485      48   94461  6493067  68.72
  1960           7      0.00043  0.00043  0.50   94437      40   94417  6398606  67.76
  1960           8      0.00040  0.00040  0.50   94397      38   94378  6304189  66.78
  1960           9      0.00034  0.00034  0.50   94359      32   94343  6209811  65.81
  1960          10      0.00033  0.00033  0.50   94327      31   94312  6115468  64.83
  1960          11      0.00032  0.00032  0.50   94297      30   94282  6021156  63.85
  1960          12      0.00032  0.00032  0.50   94267      30   94252  5926874  62.87
  1960          13      0.00034  0.00034  0.50   94237      32   94221  5832622  61.89
  1960          14      0.00048  0.00048  0.50   94205      46   94182  5738401  60.91
  1960          15      0.00049  0.00048  0.50   94159      46   94136  5644219  59.94
  1960          16      0.00047  0.00047  0.50   94114      45   94091  5550083  58.97
  1960          17      0.00050  0.00050  0.50   94069      47   94045  5455991  58.00
  1960          18      0.00059  0.00059  0.50   94022      55   93994  5361946  57.03
  1960          19      0.00071  0.00071  0.50   93966      66   93933  5267952  56.06
  1960          20      0.00077  0.00077  0.50   93900      72   93864  5174019  55.10
  1960          21      0.00073  0.00073  0.50   93828      68   93794  5080155  54.14
  1960          22      0.00080  0.00080  0.50   93760      75   93722  4986361  53.18
  1960          23      0.00086  0.00086  0.50   93685      80   93645  4892639  52.22
  1960          24      0.00098  0.00098  0.50   93605      92   93559  4798994  51.27
  1960          25      0.00093  0.00093  0.50   93513      87   93469  4705435  50.32
  1960          26      0.00101  0.00101  0.50   93426      95   93379  4611966  49.36
  1960          27      0.00117  0.00117  0.50   93332     109   93277  4518587  48.41
  1960          28      0.00121  0.00121  0.50   93222     113   93166  4425310  47.47
  1960          29      0.00117  0.00117  0.50   93110     109   93055  4332144  46.53
  1960          30      0.00125  0.00125  0.50   93001     117   92943  4239089  45.58
  1960          31      0.00126  0.00126  0.50   92884     117   92826  4146147  44.64
  1960          32      0.00124  0.00124  0.50   92767     115   92710  4053321  43.69
  1960          33      0.00153  0.00153  0.50   92652     141   92582  3960611  42.75
  1960          34      0.00146  0.00146  0.50   92511     135   92443  3868029  41.81
  1960          35      0.00158  0.00158  0.50   92376     146   92303  3775586  40.87
  1960          36      0.00167  0.00167  0.50   92230     154   92153  3683283  39.94
  1960          37      0.00176  0.00176  0.50   92076     162   91995  3591130  39.00
  1960          38      0.00217  0.00217  0.50   91914     199   91815  3499135  38.07
  1960          39      0.00191  0.00191  0.50   91715     175   91628  3407320  37.15
  1960          40      0.00236  0.00236  0.50   91540     216   91432  3315693  36.22
  1960          41      0.00231  0.00231  0.50   91324     211   91219  3224260  35.31
  1960          42      0.00242  0.00241  0.50   91114     220   91004  3133041  34.39
  1960          43      0.00261  0.00261  0.50   90894     237   90775  3042037  33.47
  1960          44      0.00288  0.00287  0.50   90657     260   90526  2951262  32.55
  1960          45      0.00311  0.00310  0.50   90396     280   90256  2860736  31.65
  1960          46      0.00357  0.00357  0.50   90116     321   89955  2770480  30.74
  1960          47      0.00409  0.00408  0.50   89794     366   89611  2680524  29.85
  1960          48      0.00391  0.00390  0.50   89428     349   89254  2590913  28.97
  1960          49      0.00454  0.00453  0.50   89079     403   88878  2501659  28.08
  1960          50      0.00466  0.00465  0.50   88676     412   88470  2412781  27.21
  1960          51      0.00497  0.00496  0.50   88264     437   88045  2324311  26.33
  1960          52      0.00554  0.00553  0.50   87827     486   87584  2236266  25.46
  1960          53      0.00616  0.00614  0.50   87341     537   87073  2148682  24.60
  1960          54      0.00616  0.00615  0.50   86805     534   86538  2061609  23.75
  1960          55      0.00682  0.00679  0.50   86271     586   85978  1975071  22.89
  1960          56      0.00783  0.00780  0.50   85685     668   85351  1889093  22.05
  1960          57      0.00823  0.00819  0.50   85017     697   84668  1803742  21.22
  1960          58      0.00953  0.00948  0.50   84320     800   83920  1719074  20.39
  1960          59      0.00992  0.00987  0.50   83520     824   83108  1635153  19.58
  1960          60      0.01180  0.01173  0.50   82696     970   82211  1552045  18.77
  1960          61      0.01273  0.01265  0.50   81726    1034   81209  1469834  17.98
  1960          62      0.01452  0.01442  0.50   80692    1163   80110  1388625  17.21
  1960          63      0.01604  0.01591  0.50   79528    1265   78896  1308515  16.45
  1960          64      0.01689  0.01675  0.50   78263    1311   77608  1229619  15.71
  1960          65      0.01964  0.01945  0.50   76952    1497   76204  1152011  14.97
  1960          66      0.02203  0.02179  0.50   75456    1644   74633  1075807  14.26
  1960          67      0.02423  0.02394  0.50   73811    1767   72928  1001174  13.56
  1960          68      0.02772  0.02734  0.50   72044    1970   71059   928246  12.88
  1960          69      0.03010  0.02965  0.50   70074    2078   69035   857187  12.23
  1960          70      0.03349  0.03294  0.50   67996    2240   66876   788152  11.59
  1960          71      0.03609  0.03545  0.50   65756    2331   64591   721276  10.97
  1960          72      0.04222  0.04135  0.50   63425    2623   62114   656685  10.35
  1960          73      0.04913  0.04795  0.50   60803    2916   59345   594571   9.78
  1960          74      0.05319  0.05181  0.50   57887    2999   56387   535226   9.25
  1960          75      0.05617  0.05464  0.50   54888    2999   53388   478838   8.72
  1960          76      0.06629  0.06416  0.50   51889    3329   50224   425450   8.20
  1960          77      0.07051  0.06811  0.50   48559    3307   46906   375226   7.73
  1960          78      0.08329  0.07996  0.50   45252    3619   43443   328320   7.26
  1960          79      0.08417  0.08077  0.50   41634    3363   39952   284877   6.84
  1960          80      0.10186  0.09692  0.50   38271    3709   36416   244925   6.40
  1960          81      0.11303  0.10698  0.50   34562    3698   32713   208509   6.03
  1960          82      0.12274  0.11564  0.50   30864    3569   29079   175796   5.70
  1960          83      0.13166  0.12353  0.50   27295    3372   25609   146716   5.38
  1960          84      0.14532  0.13548  0.50   23923    3241   22303   121107   5.06
  1960          85      0.15078  0.14021  0.50   20682    2900   19232    98805   4.78
  1960          86      0.17320  0.15940  0.50   17782    2834   16365    79572   4.47
  1960          87      0.18127  0.16620  0.50   14948    2484   13706    63207   4.23
  1960          88      0.20445  0.18549  0.50   12463    2312   11308    49502   3.97
  1960          89      0.21938  0.19769  0.50   10152    2007    9148    38194   3.76
  1960          90      0.23683  0.21176  0.50    8145    1725    7282    29046   3.57
  1960          91      0.25551  0.22656  0.50    6420    1455    5693    21764   3.39
  1960          92      0.23692  0.21183  0.50    4965    1052    4440    16071   3.24
  1960          93      0.29687  0.25850  0.50    3914    1012    3408    11631   2.97
  1960          94      0.30832  0.26714  0.50    2902     775    2514     8224   2.83
  1960          95      0.32943  0.28284  0.50    2127     602    1826     5709   2.68
  1960          96      0.35126  0.29878  0.50    1525     456    1297     3883   2.55
  1960          97      0.37372  0.31488  0.50    1070     337     901     2586   2.42
  1960          98      0.39675  0.33107  0.50     733     243     611     1685   2.30
  1960          99      0.42024  0.34727  0.50     490     170     405     1073   2.19
  1960         100      0.44410  0.36340  0.50     320     116     262      668   2.09
  1960         101      0.46821  0.37939  0.50     204      77     165      406   2.00
  1960         102      0.49248  0.39517  0.50     126      50     101      241   1.91
  1960         103      0.51678  0.41067  0.50      76      31      61      140   1.83
  1960         104      0.54101  0.42582  0.50      45      19      35       79   1.76
  1960         105      0.56504  0.44057  0.50      26      11      20       44   1.69
  1960         106      0.58877  0.45486  0.50      14       7      11       24   1.63
  1960         107      0.61209  0.46866  0.50       8       4       6       12   1.58
  1960         108      0.63491  0.48192  0.50       4       2       3        6   1.53
  1960         109      0.65714  0.49462  0.50       2       1       2        3   1.50
  1960         110+     0.67871  1.00000  1.47       1       1       2        2   1.47
  1961           0      0.04861  0.04687  0.24  100000    4687   96416  7080790  70.81
  1961           1      0.00351  0.00351  0.50   95313     334   95146  6984374  73.28
  1961           2      0.00135  0.00135  0.50   94978     129   94914  6889228  72.53
  1961           3      0.00091  0.00091  0.50   94850      86   94807  6794314  71.63
  1961           4      0.00073  0.00073  0.50   94764      70   94729  6699507  70.70
  1961           5      0.00054  0.00054  0.50   94694      51   94668  6604778  69.75
  1961           6      0.00049  0.00049  0.50   94643      46   94620  6510110  68.79
  1961           7      0.00037  0.00037  0.50   94597      35   94579  6415490  67.82
  1961           8      0.00038  0.00038  0.50   94561      36   94543  6320911  66.84
  1961           9      0.00035  0.00035  0.50   94526      33   94509  6226368  65.87
  1961          10      0.00036  0.00036  0.50   94492      34   94476  6131859  64.89
  1961          11      0.00040  0.00040  0.50   94459      38   94440  6037383  63.92
  1961          12      0.00035  0.00034  0.50   94421      33   94405  5942943  62.94
  1961          13      0.00033  0.00033  0.50   94388      31   94373  5848539  61.96
  1961          14      0.00041  0.00041  0.50   94357      39   94338  5754166  60.98
  1961          15      0.00044  0.00044  0.50   94319      41   94298  5659828  60.01
  1961          16      0.00046  0.00046  0.50   94278      44   94256  5565530  59.03
  1961          17      0.00060  0.00060  0.50   94234      57   94205  5471274  58.06
  1961          18      0.00057  0.00057  0.50   94177      54   94150  5377068  57.10
  1961          19      0.00069  0.00069  0.50   94123      65   94091  5282918  56.13
  1961          20      0.00078  0.00078  0.50   94058      73   94022  5188827  55.17
  1961          21      0.00084  0.00084  0.50   93985      79   93945  5094806  54.21
  1961          22      0.00078  0.00078  0.50   93906      73   93869  5000861  53.25
  1961          23      0.00077  0.00077  0.50   93833      72   93796  4906992  52.30
  1961          24      0.00082  0.00082  0.50   93760      77   93722  4813195  51.34
  1961          25      0.00089  0.00089  0.50   93684      83   93642  4719473  50.38
  1961          26      0.00089  0.00089  0.50   93600      83   93559  4625831  49.42
  1961          27      0.00107  0.00107  0.50   93517     100   93467  4532272  48.46
  1961          28      0.00108  0.00108  0.50   93417     101   93366  4438806  47.52
  1961          29      0.00108  0.00107  0.50   93316     100   93266  4345439  46.57
  1961          30      0.00127  0.00127  0.50   93216     118   93157  4252173  45.62
  1961          31      0.00124  0.00124  0.50   93097     115   93040  4159017  44.67
  1961          32      0.00131  0.00131  0.50   92982     122   92921  4065977  43.73
  1961          33      0.00143  0.00143  0.50   92860     133   92794  3973055  42.79
  1961          34      0.00133  0.00133  0.50   92728     124   92666  3880261  41.85
  1961          35      0.00150  0.00150  0.50   92604     139   92535  3787596  40.90
  1961          36      0.00149  0.00149  0.50   92465     138   92397  3695061  39.96
  1961          37      0.00178  0.00178  0.50   92328     164   92246  3602664  39.02
  1961          38      0.00182  0.00182  0.50   92164     168   92080  3510418  38.09
  1961          39      0.00211  0.00211  0.50   91996     194   91899  3418338  37.16
  1961          40      0.00232  0.00231  0.50   91803     212   91696  3326439  36.23
  1961          41      0.00250  0.00249  0.50   91590     228   91476  3234742  35.32
  1961          42      0.00223  0.00223  0.50   91362     204   91260  3143266  34.40
  1961          43      0.00274  0.00273  0.50   91158     249   91034  3052006  33.48
  1961          44      0.00260  0.00260  0.50   90909     236   90791  2960972  32.57
  1961          45      0.00315  0.00314  0.50   90673     285   90530  2870181  31.65
  1961          46      0.00354  0.00353  0.50   90388     319   90228  2779651  30.75
  1961          47      0.00376  0.00375  0.50   90069     338   89900  2689423  29.86
  1961          48      0.00383  0.00382  0.50   89731     343   89560  2599523  28.97
  1961          49      0.00434  0.00433  0.50   89388     387   89195  2509963  28.08
  1961          50      0.00431  0.00430  0.50   89001     383   88810  2420768  27.20
  1961          51      0.00504  0.00502  0.50   88618     445   88395  2331959  26.31
  1961          52      0.00568  0.00566  0.50   88173     499   87923  2243563  25.45
  1961          53      0.00589  0.00587  0.50   87673     515   87416  2155640  24.59
  1961          54      0.00665  0.00663  0.50   87159     578   86870  2068224  23.73
  1961          55      0.00720  0.00717  0.50   86581     621   86270  1981354  22.88
  1961          56      0.00735  0.00733  0.50   85960     630   85645  1895084  22.05
  1961          57      0.00839  0.00835  0.50   85330     713   84974  1809439  21.21
  1961          58      0.00859  0.00855  0.50   84617     723   84256  1724465  20.38
