  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1970          77      0.06617  0.06406  0.50   51944    3327   50280   398418   7.67
  1970          78      0.08201  0.07878  0.50   48617    3830   46702   348138   7.16
  1970          79      0.08980  0.08594  0.50   44787    3849   42862   301436   6.73
  1970          80      0.09487  0.09058  0.50   40938    3708   39084   258573   6.32
  1970          81      0.10764  0.10214  0.50   37230    3803   35329   219489   5.90
  1970          82      0.12277  0.11567  0.50   33427    3866   31494   184161   5.51
  1970          83      0.13316  0.12485  0.50   29561    3691   27715   152667   5.16
  1970          84      0.15146  0.14080  0.50   25870    3642   24049   124952   4.83
  1970          85      0.15545  0.14424  0.50   22228    3206   20625   100903   4.54
  1970          86      0.18162  0.16650  0.50   19022    3167   17438    80278   4.22
  1970          87      0.20527  0.18617  0.50   15854    2952   14379    62840   3.96
  1970          88      0.20202  0.18348  0.50   12903    2367   11719    48462   3.76
  1970          89      0.22418  0.20159  0.50   10535    2124    9474    36742   3.49
  1970          90      0.25357  0.22504  0.50    8412    1893    7465    27269   3.24
  1970          91      0.26529  0.23422  0.50    6519    1527    5755    19804   3.04
  1970          92      0.30775  0.26671  0.50    4992    1331    4326    14048   2.81
  1970          93      0.32891  0.28246  0.50    3660    1034    3144     9722   2.66
  1970          94      0.36010  0.30516  0.50    2627     802    2226     6579   2.50
  1970          95      0.37397  0.31506  0.50    1825     575    1538     4353   2.39
  1970          96      0.40093  0.33398  0.50    1250     417    1041     2815   2.25
  1970          97      0.42851  0.35290  0.50     833     294     686     1774   2.13
  1970          98      0.45654  0.37169  0.50     539     200     439     1088   2.02
  1970          99      0.48484  0.39024  0.50     339     132     272      650   1.92
  1970         100      0.51324  0.40843  0.50     206      84     164      377   1.83
  1970         101      0.54156  0.42617  0.50     122      52      96      213   1.75
  1970         102      0.56961  0.44335  0.50      70      31      55      117   1.67
  1970         103      0.59723  0.45990  0.50      39      18      30       63   1.60
  1970         104      0.62424  0.47575  0.50      21      10      16       32   1.54
  1970         105      0.65049  0.49085  0.50      11       5       8       16   1.49
  1970         106      0.67587  0.50516  0.50       6       3       4        8   1.44
  1970         107      0.70025  0.51866  0.50       3       1       2        4   1.39
  1970         108      0.72355  0.53133  0.50       1       1       1        2   1.35
  1970         109      0.74570  0.54318  0.50       1       0       0        1   1.32
  1970         110+     0.76664  1.00000  1.30       0       0       0        0   1.30
  1971           0      0.03113  0.03034  0.17  100000    3034   97474  7289949  72.90
  1971           1      0.00175  0.00175  0.50   96966     170   96881  7192475  74.18
  1971           2      0.00084  0.00084  0.50   96796      81   96755  7095594  73.30
  1971           3      0.00061  0.00061  0.50   96715      59   96685  6998838  72.37
  1971           4      0.00053  0.00053  0.50   96656      51   96630  6902153  71.41
  1971           5      0.00044  0.00044  0.50   96604      42   96583  6805523  70.45
  1971           6      0.00042  0.00042  0.50   96562      40   96542  6708940  69.48
  1971           7      0.00037  0.00037  0.50   96522      36   96504  6612398  68.51
  1971           8      0.00034  0.00034  0.50   96486      33   96469  6515895  67.53
  1971           9      0.00031  0.00031  0.50   96453      30   96438  6419425  66.56
  1971          10      0.00031  0.00031  0.50   96423      30   96408  6322988  65.58
  1971          11      0.00021  0.00021  0.50   96393      20   96383  6226580  64.60
  1971          12      0.00028  0.00028  0.50   96373      27   96359  6130197  63.61
  1971          13      0.00030  0.00030  0.50   96346      28   96332  6033838  62.63
  1971          14      0.00030  0.00030  0.50   96317      29   96303  5937506  61.65
  1971          15      0.00038  0.00038  0.50   96289      36   96270  5841203  60.66
  1971          16      0.00044  0.00044  0.50   96252      42   96231  5744933  59.69
  1971          17      0.00046  0.00046  0.50   96210      44   96188  5648702  58.71
  1971          18      0.00052  0.00052  0.50   96166      50   96141  5552514  57.74
  1971          19      0.00055  0.00055  0.50   96116      53   96090  5456373  56.77
  1971          20      0.00047  0.00047  0.50   96063      45   96040  5360283  55.80
  1971          21      0.00052  0.00052  0.50   96018      50   95993  5264243  54.83
  1971          22      0.00050  0.00049  0.50   95968      48   95944  5168250  53.85
  1971          23      0.00053  0.00053  0.50   95920      51   95895  5072306  52.88
  1971          24      0.00065  0.00065  0.50   95869      62   95838  4976411  51.91
  1971          25      0.00050  0.00050  0.50   95807      48   95783  4880573  50.94
  1971          26      0.00079  0.00079  0.50   95759      76   95721  4784791  49.97
  1971          27      0.00071  0.00071  0.50   95683      68   95649  4689069  49.01
  1971          28      0.00078  0.00078  0.50   95615      75   95578  4593420  48.04
  1971          29      0.00071  0.00071  0.50   95540      68   95506  4497842  47.08
  1971          30      0.00082  0.00081  0.50   95472      78   95434  4402336  46.11
  1971          31      0.00096  0.00096  0.50   95395      92   95349  4306902  45.15
  1971          32      0.00091  0.00091  0.50   95303      86   95260  4211553  44.19
  1971          33      0.00102  0.00102  0.50   95217      98   95168  4116294  43.23
  1971          34      0.00113  0.00113  0.50   95119     107   95066  4021126  42.27
  1971          35      0.00119  0.00119  0.50   95012     113   94955  3926060  41.32
  1971          36      0.00136  0.00136  0.50   94899     129   94834  3831105  40.37
  1971          37      0.00127  0.00127  0.50   94769     120   94709  3736271  39.42
  1971          38      0.00147  0.00147  0.50   94649     139   94580  3641562  38.47
  1971          39      0.00179  0.00179  0.50   94510     169   94426  3546982  37.53
  1971          40      0.00167  0.00167  0.50   94341     157   94262  3452556  36.60
  1971          41      0.00211  0.00210  0.50   94184     198   94085  3358294  35.66
  1971          42      0.00209  0.00209  0.50   93986     196   93887  3264209  34.73
  1971          43      0.00237  0.00237  0.50   93789     222   93678  3170322  33.80
  1971          44      0.00253  0.00253  0.50   93567     236   93449  3076644  32.88
  1971          45      0.00289  0.00289  0.50   93331     269   93196  2983195  31.96
  1971          46      0.00300  0.00300  0.50   93061     279   92922  2889999  31.05
  1971          47      0.00317  0.00316  0.50   92782     294   92635  2797078  30.15
  1971          48      0.00364  0.00363  0.50   92489     336   92321  2704442  29.24
  1971          49      0.00400  0.00400  0.50   92153     368   91969  2612121  28.35
  1971          50      0.00452  0.00450  0.50   91785     413   91578  2520152  27.46
  1971          51      0.00481  0.00480  0.50   91371     438   91152  2428574  26.58
  1971          52      0.00492  0.00491  0.50   90933     446   90710  2337422  25.70
  1971          53      0.00520  0.00519  0.50   90487     469   90252  2246712  24.83
  1971          54      0.00604  0.00602  0.50   90017     542   89746  2156460  23.96
  1971          55      0.00626  0.00624  0.50   89475     558   89196  2066714  23.10
  1971          56      0.00775  0.00772  0.50   88917     687   88574  1977518  22.24
  1971          57      0.00721  0.00719  0.50   88230     634   87913  1888944  21.41
  1971          58      0.00824  0.00820  0.50   87596     719   87237  1801031  20.56
  1971          59      0.00917  0.00913  0.50   86878     793   86481  1713794  19.73
  1971          60      0.01025  0.01019  0.50   86084     877   85645  1627313  18.90
  1971          61      0.01142  0.01135  0.50   85207     967   84723  1541668  18.09
  1971          62      0.01327  0.01318  0.50   84240    1111   83684  1456945  17.30
  1971          63      0.01462  0.01452  0.50   83129    1207   82525  1373260  16.52
  1971          64      0.01644  0.01631  0.50   81922    1336   81254  1290735  15.76
  1971          65      0.01798  0.01782  0.50   80586    1436   79868  1209481  15.01
  1971          66      0.01963  0.01944  0.50   79150    1539   78381  1129613  14.27
  1971          67      0.02171  0.02147  0.50   77611    1667   76778  1051232  13.54
  1971          68      0.02533  0.02502  0.50   75945    1900   74995   974454  12.83
  1971          69      0.02940  0.02898  0.50   74045    2146   72972   899459  12.15
  1971          70      0.03222  0.03170  0.50   71899    2280   70760   826487  11.50
  1971          71      0.03741  0.03672  0.50   69620    2556   68342   755728  10.86
  1971          72      0.04158  0.04074  0.50   67063    2732   65697   687386  10.25
  1971          73      0.04670  0.04563  0.50   64331    2936   62864   621689   9.66
  1971          74      0.05386  0.05245  0.50   61396    3220   59786   558825   9.10
  1971          75      0.05923  0.05753  0.50   58176    3347   56502   499039   8.58
  1971          76      0.06485  0.06282  0.50   54829    3444   53107   442537   8.07
  1971          77      0.07389  0.07125  0.50   51385    3661   49554   389430   7.58
  1971          78      0.07926  0.07624  0.50   47723    3639   45904   339876   7.12
  1971          79      0.09368  0.08949  0.50   44085    3945   42112   293972   6.67
  1971          80      0.10139  0.09650  0.50   40140    3873   38203   251860   6.27
  1971          81      0.10935  0.10368  0.50   36266    3760   34386   213657   5.89
  1971          82      0.11885  0.11219  0.50   32506    3647   30683   179270   5.51
  1971          83      0.13583  0.12720  0.50   28860    3671   27024   148587   5.15
  1971          84      0.14912  0.13877  0.50   25189    3496   23441   121563   4.83
  1971          85      0.16360  0.15123  0.50   21693    3281   20053    98122   4.52
  1971          86      0.17503  0.16094  0.50   18413    2963   16931    78069   4.24
  1971          87      0.19081  0.17419  0.50   15449    2691   14104    61138   3.96
  1971          88      0.21654  0.19538  0.50   12758    2493   11512    47035   3.69
  1971          89      0.23117  0.20722  0.50   10265    2127    9202    35523   3.46
  1971          90      0.26100  0.23087  0.50    8138    1879    7199    26321   3.23
  1971          91      0.28765  0.25148  0.50    6259    1574    5472    19123   3.06
  1971          92      0.29773  0.25915  0.50    4685    1214    4078    13650   2.91
  1971          93      0.31592  0.27283  0.50    3471     947    2998     9572   2.76
  1971          94      0.32809  0.28185  0.50    2524     711    2168     6575   2.60
  1971          95      0.36677  0.30993  0.50    1813     562    1532     4406   2.43
  1971          96      0.39262  0.32819  0.50    1251     411    1046     2874   2.30
  1971          97      0.41908  0.34648  0.50     840     291     695     1829   2.18
  1971          98      0.44602  0.36469  0.50     549     200     449     1134   2.07
  1971          99      0.47328  0.38271  0.50     349     134     282      685   1.96
  1971         100      0.50070  0.40045  0.50     215      86     172      403   1.87
  1971         101      0.52811  0.41779  0.50     129      54     102      231   1.79
  1971         102      0.55536  0.43466  0.50      75      33      59      129   1.71
  1971         103      0.58228  0.45098  0.50      43      19      33       70   1.64
  1971         104      0.60871  0.46668  0.50      23      11      18       37   1.58
  1971         105      0.63453  0.48170  0.50      12       6       9       19   1.52
  1971         106      0.65959  0.49601  0.50       6       3       5        9   1.47
  1971         107      0.68379  0.50957  0.50       3       2       2        5   1.42
  1971         108      0.70704  0.52237  0.50       2       1       1        2   1.39
  1971         109      0.72925  0.53440  0.50       1       0       1        1   1.35
  1971         110+     0.75037  1.00000  1.33       0       0       0        0   1.33
  1972           0      0.02859  0.02792  0.16  100000    2792   97648  7393481  73.93
  1972           1      0.00149  0.00149  0.50   97208     145   97135  7295833  75.05
  1972           2      0.00085  0.00085  0.50   97063      82   97022  7198698  74.17
  1972           3      0.00062  0.00062  0.50   96980      60   96951  7101676  73.23
  1972           4      0.00058  0.00058  0.50   96921      56   96893  7004726  72.27
  1972           5      0.00043  0.00043  0.50   96864      41   96844  6907833  71.31
  1972           6      0.00036  0.00036  0.50   96823      35   96806  6810989  70.34
  1972           7      0.00034  0.00034  0.50   96788      33   96772  6714184  69.37
  1972           8      0.00033  0.00033  0.50   96756      32   96740  6617412  68.39
  1972           9      0.00030  0.00030  0.50   96724      29   96710  6520672  67.42
  1972          10      0.00024  0.00024  0.50   96695      23   96684  6423962  66.44
  1972          11      0.00023  0.00023  0.50   96672      22   96661  6327278  65.45
  1972          12      0.00027  0.00027  0.50   96650      26   96637  6230617  64.47
  1972          13      0.00029  0.00029  0.50   96624      28   96610  6133980  63.48
  1972          14      0.00034  0.00034  0.50   96597      33   96580  6037370  62.50
  1972          15      0.00033  0.00033  0.50   96563      32   96547  5940790  61.52
  1972          16      0.00029  0.00029  0.50   96532      28   96518  5844242  60.54
  1972          17      0.00044  0.00044  0.50   96504      42   96482  5747725  59.56
  1972          18      0.00053  0.00053  0.50   96461      51   96436  5651242  58.59
  1972          19      0.00051  0.00051  0.50   96411      49   96386  5554806  57.62
  1972          20      0.00054  0.00054  0.50   96362      52   96335  5458420  56.65
  1972          21      0.00050  0.00050  0.50   96309      48   96285  5362085  55.68
  1972          22      0.00053  0.00053  0.50   96261      51   96236  5265799  54.70
  1972          23      0.00051  0.00051  0.50   96210      49   96186  5169563  53.73
  1972          24      0.00054  0.00054  0.50   96161      52   96135  5073378  52.76
  1972          25      0.00059  0.00059  0.50   96109      56   96081  4977243  51.79
  1972          26      0.00053  0.00053  0.50   96053      51   96028  4881161  50.82
  1972          27      0.00066  0.00066  0.50   96002      63   95971  4785134  49.84
  1972          28      0.00063  0.00063  0.50   95939      61   95909  4689163  48.88
  1972          29      0.00063  0.00063  0.50   95879      61   95848  4593254  47.91
  1972          30      0.00078  0.00078  0.50   95818      75   95780  4497405  46.94
  1972          31      0.00084  0.00084  0.50   95743      80   95703  4401625  45.97
  1972          32      0.00086  0.00086  0.50   95663      82   95622  4305922  45.01
  1972          33      0.00097  0.00097  0.50   95580      93   95534  4210301  44.05
  1972          34      0.00099  0.00099  0.50   95488      95   95440  4114767  43.09
  1972          35      0.00109  0.00109  0.50   95393     104   95341  4019327  42.13
  1972          36      0.00121  0.00121  0.50   95289     115   95231  3923986  41.18
  1972          37      0.00128  0.00128  0.50   95173     122   95113  3828755  40.23
  1972          38      0.00138  0.00138  0.50   95052     131   94986  3733643  39.28
  1972          39      0.00152  0.00152  0.50   94921     144   94849  3638656  38.33
  1972          40      0.00156  0.00156  0.50   94777     148   94703  3543808  37.39
  1972          41      0.00193  0.00193  0.50   94629     183   94537  3449105  36.45
  1972          42      0.00203  0.00203  0.50   94446     191   94350  3354568  35.52
  1972          43      0.00228  0.00228  0.50   94255     215   94147  3260218  34.59
  1972          44      0.00213  0.00213  0.50   94040     200   93940  3166070  33.67
  1972          45      0.00251  0.00251  0.50   93840     235   93722  3072131  32.74
  1972          46      0.00292  0.00291  0.50   93605     273   93468  2978408  31.82
  1972          47      0.00306  0.00306  0.50   93332     285   93190  2884940  30.91
  1972          48      0.00339  0.00338  0.50   93047     314   92890  2791750  30.00
  1972          49      0.00368  0.00367  0.50   92733     341   92562  2698860  29.10
  1972          50      0.00415  0.00414  0.50   92392     382   92201  2606298  28.21
  1972          51      0.00454  0.00453  0.50   92010     416   91801  2514097  27.32
  1972          52      0.00527  0.00525  0.50   91593     481   91352  2422296  26.45
  1972          53      0.00520  0.00519  0.50   91112     473   90876  2330944  25.58
  1972          54      0.00543  0.00542  0.50   90639     491   90394  2240068  24.71
  1972          55      0.00648  0.00645  0.50   90148     582   89857  2149674  23.85
  1972          56      0.00629  0.00627  0.50   89566     562   89285  2059817  23.00
  1972          57      0.00765  0.00762  0.50   89004     678   88665  1970532  22.14
  1972          58      0.00803  0.00800  0.50   88326     706   87973  1881866  21.31
  1972          59      0.00916  0.00912  0.50   87620     799   87220  1793893  20.47
  1972          60      0.01002  0.00997  0.50   86821     866   86388  1706673  19.66
  1972          61      0.00998  0.00993  0.50   85955     854   85528  1620285  18.85
  1972          62      0.01164  0.01157  0.50   85101     985   84609  1534757  18.03
  1972          63      0.01311  0.01302  0.50   84116    1095   83569  1450148  17.24
  1972          64      0.01449  0.01439  0.50   83021    1194   82424  1366579  16.46
  1972          65      0.01656  0.01642  0.50   81827    1344   81155  1284156  15.69
  1972          66      0.01757  0.01742  0.50   80483    1402   79782  1203001  14.95
  1972          67      0.02054  0.02034  0.50   79081    1608   78277  1123219  14.20
  1972          68      0.02307  0.02281  0.50   77473    1767   76589  1044942  13.49
  1972          69      0.02530  0.02499  0.50   75706    1892   74760   968353  12.79
  1972          70      0.02914  0.02872  0.50   73814    2120   72754   893593  12.11
  1972          71      0.03163  0.03114  0.50   71695    2232   70578   820838  11.45
  1972          72      0.03671  0.03605  0.50   69462    2504   68210   750260  10.80
  1972          73      0.04123  0.04040  0.50   66958    2705   65605   682050  10.19
  1972          74      0.04824  0.04710  0.50   64253    3026   62739   616445   9.59
  1972          75      0.05173  0.05043  0.50   61226    3087   59682   553705   9.04
  1972          76      0.05968  0.05795  0.50   58139    3369   56454   494023   8.50
  1972          77      0.06638  0.06425  0.50   54769    3519   53010   437569   7.99
  1972          78      0.07511  0.07240  0.50   51251    3710   49396   384559   7.50
  1972          79      0.08095  0.07781  0.50   47540    3699   45691   335163   7.05
  1972          80      0.08868  0.08491  0.50   43842    3723   41980   289472   6.60
  1972          81      0.10244  0.09745  0.50   40119    3910   38164   247492   6.17
  1972          82      0.11123  0.10537  0.50   36209    3815   34302   209328   5.78
  1972          83      0.12817  0.12045  0.50   32394    3902   30443   175026   5.40
  1972          84      0.13770  0.12883  0.50   28492    3671   26657   144583   5.07
  1972          85      0.14655  0.13654  0.50   24821    3389   23127   117926   4.75
  1972          86      0.16927  0.15606  0.50   21432    3345   19760    94800   4.42
  1972          87      0.18377  0.16830  0.50   18088    3044   16565    75040   4.15
  1972          88      0.19850  0.18058  0.50   15043    2717   13685    58474   3.89
  1972          89      0.22845  0.20503  0.50   12327    2527   11063    44789   3.63
  1972          90      0.22627  0.20327  0.50    9799    1992    8803    33726   3.44
  1972          91      0.25909  0.22937  0.50    7808    1791    6912    24923   3.19
  1972          92      0.28458  0.24913  0.50    6017    1499    5267    18011   2.99
  1972          93      0.31530  0.27236  0.50    4518    1230    3902    12743   2.82
  1972          94      0.31569  0.27265  0.50    3287     896    2839     8841   2.69
  1972          95      0.35182  0.29919  0.50    2391     715    2033     6002   2.51
  1972          96      0.37777  0.31775  0.50    1676     532    1409     3968   2.37
  1972          97      0.40444  0.33641  0.50    1143     385     951     2559   2.24
  1972          98      0.43169  0.35505  0.50     759     269     624     1608   2.12
  1972          99      0.45935  0.37356  0.50     489     183     398      984   2.01
  1972         100      0.48727  0.39181  0.50     306     120     246      586   1.91
  1972         101      0.51527  0.40971  0.50     186      76     148      340   1.82
  1972         102      0.54317  0.42716  0.50     110      47      87      192   1.74
  1972         103      0.57081  0.44407  0.50      63      28      49      105   1.67
  1972         104      0.59801  0.46036  0.50      35      16      27       56   1.60
  1972         105      0.62462  0.47597  0.50      19       9      14       29   1.54
  1972         106      0.65050  0.49085  0.50      10       5       7       15   1.49
  1972         107      0.67552  0.50496  0.50       5       3       4        7   1.44
  1972         108      0.69957  0.51828  0.50       2       1       2        3   1.40
  1972         109      0.72258  0.53080  0.50       1       1       1        2   1.36
  1972         110+     0.74447  1.00000  1.34       1       1       1        1   1.34
  1973           0      0.02606  0.02550  0.15  100000    2550   97827  7406421  74.06
  1973           1      0.00137  0.00137  0.50   97450     133   97384  7308594  75.00
  1973           2      0.00085  0.00085  0.50   97317      82   97276  7211210  74.10
  1973           3      0.00067  0.00067  0.50   97235      65   97202  7113934  73.16
  1973           4      0.00040  0.00040  0.50   97169      39   97150  7016732  72.21
  1973           5      0.00036  0.00036  0.50   97130      35   97113  6919583  71.24
  1973           6      0.00040  0.00040  0.50   97095      39   97076  6822470  70.27
  1973           7      0.00036  0.00036  0.50   97056      35   97039  6725394  69.29
  1973           8      0.00036  0.00036  0.50   97022      35   97004  6628355  68.32
  1973           9      0.00026  0.00026  0.50   96987      25   96974  6531351  67.34
  1973          10      0.00032  0.00032  0.50   96961      31   96946  6434377  66.36
  1973          11      0.00024  0.00024  0.50   96930      24   96918  6337431  65.38
  1973          12      0.00028  0.00028  0.50   96907      28   96893  6240513  64.40
  1973          13      0.00027  0.00027  0.50   96879      27   96866  6143620  63.42
  1973          14      0.00028  0.00028  0.50   96852      28   96839  6046754  62.43
  1973          15      0.00038  0.00038  0.50   96825      37   96806  5949916  61.45
  1973          16      0.00039  0.00039  0.50   96788      38   96769  5853109  60.47
  1973          17      0.00044  0.00044  0.50   96750      42   96729  5756340  59.50
  1973          18      0.00047  0.00047  0.50   96708      45   96685  5659612  58.52
  1973          19      0.00048  0.00048  0.50   96662      46   96639  5562927  57.55
  1973          20      0.00047  0.00047  0.50   96616      46   96593  5466288  56.58
  1973          21      0.00052  0.00052  0.50   96570      50   96545  5369695  55.60
  1973          22      0.00047  0.00047  0.50   96520      45   96498  5273150  54.63
  1973          23      0.00045  0.00045  0.50   96475      43   96454  5176652  53.66
  1973          24      0.00058  0.00058  0.50   96432      56   96404  5080198  52.68
  1973          25      0.00052  0.00052  0.50   96376      50   96351  4983794  51.71
  1973          26      0.00066  0.00066  0.50   96326      63   96294  4887443  50.74
  1973          27      0.00064  0.00064  0.50   96263      61   96232  4791148  49.77
  1973          28      0.00062  0.00062  0.50   96201      60   96172  4694916  48.80
  1973          29      0.00071  0.00071  0.50   96142      68   96108  4598744  47.83
  1973          30      0.00078  0.00078  0.50   96074      75   96036  4502637  46.87
  1973          31      0.00083  0.00082  0.50   95999      79   95959  4406601  45.90
  1973          32      0.00091  0.00091  0.50   95919      87   95876  4310642  44.94
  1973          33      0.00094  0.00094  0.50   95832      90   95787  4214766  43.98
  1973          34      0.00090  0.00090  0.50   95742      86   95699  4118979  43.02
  1973          35      0.00107  0.00106  0.50   95656     102   95605  4023280  42.06
  1973          36      0.00110  0.00110  0.50   95554     105   95502  3927675  41.10
  1973          37      0.00117  0.00117  0.50   95449     112   95393  3832173  40.15
  1973          38      0.00138  0.00138  0.50   95337     132   95271  3736780  39.20
  1973          39      0.00155  0.00155  0.50   95206     147   95132  3641508  38.25
  1973          40      0.00164  0.00164  0.50   95058     156   94980  3546377  37.31
  1973          41      0.00175  0.00174  0.50   94902     166   94819  3451397  36.37
  1973          42      0.00186  0.00186  0.50   94736     176   94648  3356577  35.43
  1973          43      0.00229  0.00229  0.50   94561     216   94452  3261929  34.50
  1973          44      0.00251  0.00251  0.50   94344     237   94226  3167476  33.57
  1973          45      0.00248  0.00248  0.50   94108     234   93991  3073250  32.66
  1973          46      0.00289  0.00288  0.50   93874     270   93739  2979260  31.74
  1973          47      0.00327  0.00326  0.50   93604     305   93451  2885521  30.83
  1973          48      0.00357  0.00356  0.50   93298     332   93132  2792070  29.93
  1973          49      0.00355  0.00354  0.50   92966     329   92802  2698938  29.03
  1973          50      0.00400  0.00399  0.50   92637     370   92452  2606136  28.13
  1973          51      0.00442  0.00441  0.50   92267     407   92064  2513684  27.24
  1973          52      0.00492  0.00491  0.50   91860     451   91634  2421620  26.36
  1973          53      0.00567  0.00565  0.50   91409     516   91151  2329986  25.49
  1973          54      0.00558  0.00557  0.50   90893     506   90640  2238835  24.63
  1973          55      0.00621  0.00619  0.50   90387     560   90107  2148196  23.77
  1973          56      0.00704  0.00702  0.50   89827     630   89511  2058089  22.91
  1973          57      0.00717  0.00714  0.50   89196     637   88878  1968578  22.07
  1973          58      0.00854  0.00850  0.50   88559     753   88183  1879700  21.23
  1973          59      0.00849  0.00846  0.50   87806     743   87435  1791517  20.40
  1973          60      0.01011  0.01006  0.50   87064     876   86626  1704082  19.57
  1973          61      0.01105  0.01099  0.50   86188     947   85714  1617456  18.77
  1973          62      0.01170  0.01163  0.50   85240     992   84745  1531742  17.97
  1973          63      0.01326  0.01318  0.50   84249    1110   83694  1446998  17.18
  1973          64      0.01508  0.01496  0.50   83139    1244   82517  1363304  16.40
  1973          65      0.01612  0.01599  0.50   81895    1310   81240  1280787  15.64
  1973          66      0.01835  0.01818  0.50   80585    1465   79852  1199548  14.89
  1973          67      0.01975  0.01956  0.50   79119    1547   78346  1119696  14.15
  1973          68      0.02222  0.02198  0.50   77572    1705   76720  1041350  13.42
  1973          69      0.02548  0.02516  0.50   75867    1909   74913   964630  12.71
  1973          70      0.02882  0.02841  0.50   73958    2101   72908   889717  12.03
  1973          71      0.03309  0.03255  0.50   71858    2339   70688   816809  11.37
  1973          72      0.03630  0.03565  0.50   69519    2478   68279   746121  10.73
  1973          73      0.04193  0.04107  0.50   67040    2753   65663   677842  10.11
  1973          74      0.04759  0.04648  0.50   64287    2988   62793   612178   9.52
  1973          75      0.05305  0.05168  0.50   61298    3168   59715   549386   8.96
  1973          76      0.06060  0.05881  0.50   58131    3419   56421   489671   8.42
  1973          77      0.06853  0.06626  0.50   54712    3625   52899   433250   7.92
  1973          78      0.07420  0.07154  0.50   51087    3655   49259   380351   7.45
  1973          79      0.08686  0.08324  0.50   47432    3948   45457   331091   6.98
  1973          80      0.08881  0.08503  0.50   43483    3697   41635   285634   6.57
  1973          81      0.09950  0.09479  0.50   39786    3771   37900   243999   6.13
  1973          82      0.11372  0.10760  0.50   36015    3875   34077   206099   5.72
  1973          83      0.12617  0.11868  0.50   32139    3814   30232   172022   5.35
  1973          84      0.13550  0.12690  0.50   28325    3595   26528   141790   5.01
  1973          85      0.15345  0.14252  0.50   24731    3525   22968   115262   4.66
  1973          86      0.17365  0.15978  0.50   21206    3388   19512    92294   4.35
  1973          87      0.19294  0.17596  0.50   17818    3135   16250    72782   4.08
  1973          88      0.20629  0.18700  0.50   14682    2746   13310    56532   3.85
  1973          89      0.21122  0.19104  0.50   11937    2280   10797    43222   3.62
  1973          90      0.24689  0.21976  0.50    9656    2122    8595    32425   3.36
  1973          91      0.27246  0.23979  0.50    7534    1807    6631    23830   3.16
  1973          92      0.28711  0.25106  0.50    5728    1438    5009    17199   3.00
  1973          93      0.29620  0.25799  0.50    4290    1107    3736    12190   2.84
  1973          94      0.30365  0.26362  0.50    3183     839    2763     8454   2.66
  1973          95      0.36492  0.30861  0.50    2344     723    1982     5691   2.43
  1973          96      0.39230  0.32797  0.50    1621     531    1355     3709   2.29
  1973          97      0.42037  0.34736  0.50    1089     378     900     2354   2.16
  1973          98      0.44897  0.36666  0.50     711     261     580     1454   2.05
  1973          99      0.47791  0.38574  0.50     450     174     363      874   1.94
  1973         100      0.50700  0.40447  0.50     277     112     221      510   1.85
  1973         101      0.53604  0.42274  0.50     165      70     130      290   1.76
  1973         102      0.56484  0.44045  0.50      95      42      74      160   1.68
  1973         103      0.59321  0.45751  0.50      53      24      41       86   1.61
  1973         104      0.62097  0.47385  0.50      29      14      22       45   1.55
  1973         105      0.64796  0.48941  0.50      15       7      11       23   1.49
  1973         106      0.67404  0.50414  0.50       8       4       6       11   1.44
  1973         107      0.69908  0.51802  0.50       4       2       3        5   1.39
  1973         108      0.72299  0.53103  0.50       2       1       1        3   1.36
  1973         109      0.74569  0.54317  0.50       1       0       1        1   1.32
  1973         110+     0.76713  1.00000  1.30       0       0       1        1   1.30
  1974           0      0.02486  0.02434  0.14  100000    2434   97914  7440303  74.40
  1974           1      0.00122  0.00122  0.50   97566     119   97507  7342388  75.26
  1974           2      0.00067  0.00067  0.50   97447      65   97415  7244882  74.35
  1974           3      0.00051  0.00051  0.50   97382      49   97357  7147467  73.40
  1974           4      0.00046  0.00046  0.50   97333      45   97310  7050110  72.43
  1974           5      0.00039  0.00039  0.50   97288      37   97269  6952800  71.47
  1974           6      0.00034  0.00034  0.50   97250      33   97234  6855531  70.49
  1974           7      0.00027  0.00027  0.50   97217      27   97204  6758297  69.52
  1974           8      0.00027  0.00027  0.50   97191      26   97178  6661093  68.54
  1974           9      0.00020  0.00020  0.50   97165      19   97155  6563915  67.55
  1974          10      0.00024  0.00024  0.50   97145      24   97133  6466760  66.57
  1974          11      0.00019  0.00019  0.50   97122      18   97113  6369627  65.58
  1974          12      0.00022  0.00022  0.50   97104      21   97093  6272514  64.60
  1974          13      0.00025  0.00025  0.50   97082      24   97070  6175421  63.61
  1974          14      0.00024  0.00024  0.50   97059      23   97047  6078351  62.63
  1974          15      0.00038  0.00038  0.50   97036      37   97017  5981304  61.64
  1974          16      0.00036  0.00036  0.50   96999      35   96981  5884287  60.66
  1974          17      0.00038  0.00038  0.50   96963      37   96945  5787306  59.69
  1974          18      0.00045  0.00045  0.50   96927      44   96905  5690361  58.71
  1974          19      0.00045  0.00045  0.50   96883      44   96861  5593456  57.73
  1974          20      0.00051  0.00051  0.50   96839      49   96815  5496595  56.76
  1974          21      0.00048  0.00048  0.50   96790      47   96767  5399781  55.79
  1974          22      0.00048  0.00048  0.50   96743      47   96720  5303014  54.82
  1974          23      0.00048  0.00048  0.50   96697      47   96674  5206294  53.84
  1974          24      0.00042  0.00042  0.50   96650      41   96630  5109620  52.87
  1974          25      0.00055  0.00055  0.50   96610      53   96583  5012990  51.89
